Origin Scope;HW Serial number;","
PH CMS;J32ZRHW;","
PH CMS;06T8142;","
PH CMS;06T8068;","
IBM;689027;","
IBM;689027;","
NB CLoud;CZ34122RLV;","
NB Cloud;CZJ2511H1J;","
NB CLoud;CZ25390H5G;","
PH CMS;06X6492;","
IBM;;","
IBM;;","
IBM;;","
IBM;;","
PH CMS;;","
IBM;;","
IBM;;","
IBM;;","
PH CMS Not Manage;06X6492;","
PH CMS Not Manage;646575;","
PH CMS Not Manage;646575;","
PH CMS;;","
IBM;;","
IBM;;","
PH CMS;06T8139;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
NB CLoud;CZJ2511H1B;","
NB CLoud;CZJ35106CC;","
PH CMS;;","
PH CMS;06BK231;","
PH CMS;06M4091;","
NB CLoud;CZJ2511H1G;","
NB CLoud;CZJ2511H1F;","
PH CMS;06M4091;","
PH CMS;646575;","
NB CLoud;CZJ2511H1B;","
PH CMS;06ZDFG0;","
PH CMS;689038;","
NB CLoud;CZJ35106CB;","
PH CMS;06D3961;","
PH CMS;06M4100;","
PH CMS;689031;","
NB CLoud;CZJ2511H1F;","
PH CMS;06X6492;","
PH CMS;646575;","
NB CLoud;CZJ2511H0V;","
IBM;689027;","
IBM;06ZDFG4;","
PH CMS;06D3994;","
PH CMS;06D3963;","
PH CMS;06M4091;","
NB CLoud;CZJ2511H1R;","
PH CMS;06T8068;","
PH CMS;06ZDFG5;","
PH CMS;06ZDPZ6;","
NB CLoud;CZJ2511H10;","
PH CMS;689034;","
PH CMS;06ZDFG3;","
PH CMS;06T8068;","
PH CMS;06ZDFG5;","
PH CMS;06T8068;","
NB CLoud;CZ3325HKBW;","
NB CLoud;CZJ2511H1Q;","
PH CMS;06T8142;","
NB CLoud;CZJ2511H1G;","
NB CLoud;CZ25390H5D;","
PH CMS;06ZDFG4;","
PH CMS;06V0102;","
PH CMS;99E0417;","
PH CMS;06X6492;","
PH CMS;06M4100;","
PH CMS;689041;","
PH CMS;689041;","
PH CMS;06D3961;","
PH CMS;06D3963;","
PH CMS;06ZDFG4;","
PH CMS;689038;","
PH CMS;06T8139;","
PH CMS;06T8142;","
PH CMS;06D3961;","
PH CMS;06M4091;","
PH CMS;646575;","
PH CMS;689034;","
PH CMS;06ZDFG4;","
PH CMS;689042;","
NB CLoud;CZ34122RM2;","
NB CLoud;CZJ35106CB;","
NB CLoud;CZJ35106CB;","
PH CMS;06T8142;","
NB CLoud;CZJ2511H15;","
PH CMS;06D3994;","
NB CLoud;CZJ2511H1Q;","
PH CMS;06D3963;","
NB CLoud;CZJ2390PR9;","
PH CMS;689040;","
PH CMS;06M4100;","
PH CMS;06D3994;","
PH CMS;06D3963;","
PH CMS;06M4100;","
PH CMS;06T8142;","
PH CMS;06T8139;","
PH CMS;06X6492;","
PH CMS;06T8139;","
PH CMS;06T8068;","
PH CMS;06ZDFG3;","
PH CMS;06T8068;","
PH CMS;06T8068;","
PH CMS;06T8068;","
NB CLoud;CZJ2511H1B;","
PH CMS;06T8139;","
NB CLoud;CZJ2511H1Q;","
PH CMS;06D3961;","
PH CMS;689042;","
PH CMS;06ZDFG4;","
PH CMS;06M4100;","
PH CMS;99E0417;","
PH CMS;06ZDFG3;","
PH CMS;06D3963;","
PH CMS;689040;","
NB CLoud;CZ34122RLK;","
NB CLoud;CZJ2390PR5;","
NB CLoud;CZJ2511H1P;","
PH CMS;06M4091;","
NB CLoud;CZ23510BG3;","
NB CLoud;CZ23510BG3;","
NB CLoud;CZ34122RMK;","
NB CLoud;CZJ2511H1N;","
NB CLoud;CZJ2511H15;","
NB CLoud;CZJ2511H0V;","
NB CLoud;CZ3328JVJB;","
NB CLoud;CZJ35106CB;","
NB CLoud;CZJ2390PR2;","
PH CMS;06M4091;","
PH CMS;06M4100;","
PH CMS;06T8139;","
NB CLoud;CZJ2511H1L;","
PH CMS;689042;","
PH CMS;06ZDFG4;","
PH CMS;06D3994;","
PH CMS;689031;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZJ35106CC;","
PH CMS;689038;","
PH CMS;06M4100;","
NB CLoud;CZJ2390PR9;","
NB CLoud;CZJ2390PR9;","
PH CMS;06D3963;","
NB CLoud;CZ34122RMH;","
PH CMS;689042;","
PH CMS;06T8139;","
PH CMS;06ZDFG4;","
PH CMS;689042;","
PH CMS;99E0417;","
PH CMS;06ZDPZ6;","
PH CMS;06ZDPZ6;","
PH CMS;06ZDFG5;","
PH CMS;06ZDPZ6;","
NB CLoud;CZ34122RM0;","
PH CMS;646575;","
IBM;;","
PH CMS;689042;","
PH CMS;06D3963;","
PH CMS;06D3961;","
PH CMS;06V0102;","
PH CMS;06T8068;","
PH CMS;06T8142;","
PH CMS;06D3963;","
PH CMS;06ZDFG2;","
PH CMS;06T8139;","
IBM;99E0417;","
NB CLoud;CZJ2511H1Q;","
NB CLoud;CZ3328JVHY;","
NB CLoud;CZJ2511H1F;","
NB CLoud;CZ3328JVJ7;","
NB CLoud;CZ34122RM0;","
NB CLoud;CZJ2511H15;","
PH CMS;06M4091;","
NB CLoud;CZJ4500999;","
NB CLoud;CZJ450098Y;","
PH CMS;06T8142;","
PH CMS;06D3961;","
NB CLoud;CZ34122RLX;","
NB CLoud;CZ34122RM0;","
NB CLoud;CZJ2511H1P;","
PH CMS;689040;","
PH CMS;06ZDFG4;","
PH CMS;06D3963;","
PH CMS;689031;","
PH CMS;06T8142;","
NB CLoud;CZ34122RME;","
PH CMS;689038;","
PH CMS;06T8142;","
NB CLoud;CZJ2511H1G;","
NB CLoud;CZJ2511H1B;","
PH CMS;689038;","
NB CLoud;CZJ35106CB;","
PH CMS;06ZDFG5;","
PH CMS;06T8142;","
NB CLoud;CZJ2511H1N;","
NB CLoud;CZJ2390PR9;","
NB CLoud;CZJ2511H12;","
NB CLoud;CZ25390H5M;","
NB CLoud;CZ25390H5G;","
NB CLoud;CZ25390H5G;","
NB CLoud;CZ25390H5G;","
NB CLoud;CZ25390H5M;","
NB CLoud;CZ25390H5K;","
NB CLoud;CZ25390H5K;","
NB CLoud;CZ25390H5M;","
PH CMS;FCH21367NN2;","
PH CMS;06V0102;","
NB CLoud;CZJ2511H1N;","
NB CLoud;CZJ2511H1L;","
NB CLoud;CZJ2511H1P;","
PH CMS;06ZDFG3;","
PH CMS;06T8068;","
NB CLoud;CZJ450098W;","
PH CMS;689031;","
NB CLoud;CZ34122RLK;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZJ2511H1R;","
PH CMS;06D3994;","
PH CMS;689034;","
PH CMS;06T8068;","
PH CMS;689031;","
PH CMS;06V0102;","
PH CMS;06X6492;","
PH CMS;06T8139;","
NB Cloud;CZ3328JVJF;","
NB Cloud;CZ3325HKC5;","
NB Cloud;CZ3328JVJF;","
PH CMS;06M4100;","
NB Cloud;CZ25390H5D;","
NB CLoud;CZJ2511H1G;","
PH CMS;06M4100;","
PH CMS;689038;","
NB CLoud;CZJ2511H1J;","
NB CLoud;CZJ2511H1K;","
NB CLoud;CZJ2511H10;","
PH CMS;06T8139;","
NB CLoud;CZJ2390PR9;","
PH CMS;06T8139;","
PH CMS;06D3994;","
PH CMS;06ZDFG4;","
NB CLoud;CZJ2511H1L;","
NB CLoud;CZ3328JVHT;","
NB CLoud;CZJ2511H1Q;","
NB CLoud;CZJ2511H1L;","
NB CLoud;CZJ2511H1L;","
NB CLoud;CZJ450099D;","
NB CLoud;CZJ35106CF;","
PH CMS;06D3963;","
PH CMS;06ZDFG4;","
PH CMS;06ZDFG4;","
PH CMS;06M4100;","
PH CMS;06T8142;","
NB CLoud;CZ34122RMA;","
NB CLoud;CZJ2511H15;","
IBM;689031;","
IBM;689040;","
IBM;06M4100;","
IBM;689040;","
IBM;06M4100;","
IBM;689042;","
IBM;06X6492;","
IBM;06D3963;","
IBM;689038;","
IBM;689040;","
iBM;06X6492;","
IBM;06D3961;","
IBM;06M4091;","
NB Cloud;CZ34122RLV;","
NB CLoud;CZ34122RM4;","
NB CLoud;CZJ2511H1F;","
NB CLoud;CZJ2511H1J;","
NB CLoud;CZ34122RMH;","
NB CLoud;CZ34122RME;","
NB CLoud;CZJ2511H1R;","
NB CLoud;CZJ2511H1N;","
PH CMS;06D3963;","
PH CMS;06M4091;","
PH CMS;06T8068;","
PH CMS;06M4100;","
PH CMS;06D3961;","
PH CMS;689042;","
PH CMS;06ZDFG4;","
PH CMS;689038;","
PH CMS;689031;","
PH CMS;689040;","
PH CMS;06X6492;","
PH CMS;689040;","
PH CMS;689042;","
PH CMS;06D3963;","
PH CMS;689041;","
PH CMS;689031;","
PH CMS;06ZDFG4;","
PH CMS;689034;","
PH CMS;689041;","
PH CMS;06X6492;","
PH CMS;689042;","
PH CMS;06ZDFG4;","
PH CMS;06D3994;","
PH CMS;06V0102;","
Not Manage;CZ34122RLK;","
NB CLoud;CZ34122RM4;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
IBM;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
IBM;;","
IBM;;","
iBM;;","
IBM;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
PH CMS;;","
IBM;;","
IBM;;","
IBM;;","
IBM;;","
NB CLoud;CZ34122RMC;","
NB CLoud;CZ34122RMS;","
NB CLoud;CZ3328JVJB;","
NB CLoud;CZJ2511H1R;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZJ2390PR2;","
NB CLoud;CZJ2390PR5;","
NB CLoud;CZJ4500992;","
NB CLoud;CZ34122RMK;","
NB CLoud;CZ34122RLM;","
NB CLoud;CZ3325HKC1;","
NB CLoud;CZ34122RMA;","
NB CLoud;CZJ2511H1P;","
NB CLoud;CZJ4500997;","
NB CLoud;CZJ2511H1K;","
NB CLoud;CZJ2511H0V;","
NB CLoud;CZ34122RMX;","
NB CLoud;CZJ2511H14;","
NB CLoud;;","
NB CLoud;CZJ450098W;","
NB CLoud;CZJ450099B;","
NB CLoud;;","
NB CLoud;CZ32025YP0 ;","
NB CLoud;CZ32025YNK;","
NB CLoud;CZJ2511H1H;","
NB CLoud;CZJ2511H1Q;","
NB CLoud;CZJ2511H17;","
NB CLoud;CZJ4500998;","
NB CLoud;CZJ2511H0Z;","
NB CLoud;CZJ450098V;","
NB CLoud;CZ32025YNW;","
NB CLoud;CZJ2390PR4;","
NB CLoud;CZJ2390PR5;","
Not Manage;CZ25390H5J;","
Not Manage;CZJ4500995;","
Not Manage;CZJ4500995;","
Not Manage;CZJ450098X;","
Not Manage;CZ25390H5C;","
Not Manage;CZ25390H5C;","
NB CLoud;CZ34122RMX;","
NB CLoud;CZJ450099D;","
NB CLoud;CZ34122RMH;","
NB CLoud;CZ34122RMX;","
NB CLoud;CZJ2511H1L;","
NB CLoud;CZ23510BG3;","
NB CLoud;CZ3325HKBW;","
NB CLoud;CZJ2511H1J;","
NB CLoud;CZJ450099C;","
NB CLoud;CZJ2511H1P;","
NB CLoud;CZ34122RMH;","
NB CLoud;CZJ2511H1N;","
NB CLoud;CZ25390H5J;","
NB CLoud;CZ25390H5K;","
NB CLoud;CZ25390H5G;","
NB CLoud;CZJ35106CB;","
NB CLoud;CZJ2390PR2;","
NB CLoud;CZJ2390PR5;","
NB CLoud;CZJ2511H12;","
NB CLoud;CZ34122RMX;","
NB CLoud;CZ34122RMK;","
NB CLoud;CZJ2511H1P;","
NB CLoud;CZ3328JVHT;","
NB CLoud;CZJ35106CB;","
NB CLoud;CZJ2511H1F;","
NB CLoud;CZJ2511H1L;","
NB CLoud;CZJ2511H0V;","
NB CLoud;CZJ4500990;","
NB CLoud;CZJ2511H10;","
NB CLoud;CZ25390H5H;","
NB CLoud;CZ34122RLM;","
NB CLoud;USE302S78B;","
NB CLoud;CZ34122RLM;","
NB CLoud;CZJ2390PR9;","
NB CLoud;CZ34122RM8;","
NB CLoud;CZJ35106CC;","
NB CLoud;CZ34122RMS;","
NB CLoud;CZJ35106CB;","
NB CLoud;CZ3328JVJF;","
NB CLoud;CZJ2511H1J;","
NB CLoud;CZ34122RM0;","
NB CLoud;CZ34122RM6;","
NB CLoud;CZJ2511H1L;","
PH CMS;FCH21377K07;","
PH CMS;FCH21367NN2;","
NB CLoud;CZJ450098Y;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZJ2511H10;","
NB CLoud;CZJ2511H14;","
NB CLoud;CZ34122RLK;","
NB CLoud;CZ34122RM8;","
NB CLoud;CZJ35106CB;","
NB CLoud;;","
NB CLoud;CZJ2511H1G;","
NB CLoud;CZJ2511H10;","
NB CLoud;CZ34122RM8;","
NB CLoud;CZJ2511H12;","
NB CLoud;CZJ4500994;","
NB CLoud;CZ34122RMM;","
NB CLoud;CZ25390H5J;","
NB CLoud;CZJ450098X;","
NB CLoud;CZJ2511H10;","
NB CLoud;CZ34122RMS;","
NB CLoud;CZ34122RM6;","
PH CMS;FCH21377K07;","
NB CLoud;CZJ4500994;","
NB CLoud;CZJ4500995;","
NB CLoud;CZJ35106CC;","
NB CLoud;CZJ2511H10;","
NB CLoud;CZ23510BG2;","
NB CLoud;CZ3325HKBR;","
NB CLoud;CZ25390J3W;","
NB CLoud;CZ3325HKBW;","
PH CMS;06BK231;","
PH CMS;646576;","
NB CLoud;CZ25390H5F;","
NB CLoud;CZ34122RMH;","
NB CLoud;CZ25390H5D;","
NB CLoud;CZ25390H5D;","
PH CMS;FCH21367NN2;","
