Origin Scope;HW Serial number;","
PH CMS;DEH451561F;","
PH CMS;CZC7210W85;","
PH CMS;0510AN00D7;","
PH CMS;689042;","
PH CMS;DEH451561E;","
PH CMS;99E0417;","
PH CMS;689031;","
PH CMS;689041;","
PH CMS;8945CJP30208;","
PH CMS;CZJ72005400;","
IBM;DEH480248R;","
PH CMS;0806NNN05R;","
PH CMS;DEH451561H;","
PH CMS;06T8068;","
PH CMS;06D3963;","
PH CMS;06D3963;","
IBM;KDZRRTD;","
PH CMS;KDWYYZY;","
IBM;KDZRRRY;","
PH CMS;99C7996;","
PH CMS;99C8011;","
PH CMS;99C7998;","
PH CMS;99C8006;","
PH CMS;99C8002;","
PH CMS;99C8013;","
PH CMS;689031;","
PH CMS;06T8068;","
IBM;99A4686;","
PH CMS;689042;","
PH CMS;99A4690;","
PH CMS;99A4688;","
PH CMS;99D6445;","
PH CMS;99D6448;","
PH CMS;PX60919018;","
PH CMS;PX60919019;","
PH CMS;BEL0922A4X;","
PH CMS;BEL0922ABH;","
PH CMS;BEL0922A9J;","
PH CMS;0911ALE859;","
PH CMS;0911ALE858;","
PH CMS;99A4739;","
PH CMS;689040;","
PH CMS;06D3963;","
PH CMS;0926ALF2C6;","
PH CMS;0919BD028C;","
PH CMS;0926ALF2A3;","
PH CMS;0926ALF2A5;","
PH CMS;PX60915168;","
PH CMS;BEL0922A88;","
PH CMS;0911ALE859;","
PH CMS;0911ALE858;","
PH CMS;0926ALF2A5;","
PH CMS;99A5486;","
PH CMS;BEL0922A88;","
PH CMS;06D3994;","
PH CMS;689031;","
PH CMS;689031;","
PH CMS;99E2201;","
PH CMS;99E0612;","
PH CMS;99E2122;","
PH CMS;99E2109;","
PH CMS;99A4784;","
PH CMS;99E2125;","
IBM;0725TL11B6;","
IBM;0724TL40JW;","
IBM;6582AFB;","
IBM;6582AEB;","
PH CMS;06D3963;","
PH CMS;KD55H2N;","
PH CMS;KD55B4W;","
PH CMS;646575;","
PH CMS;689038;","
PH CMS;689042;","
PH CMS;06D3994;","
PH CMS;06D3963;","
PH CMS;06M4100;","
PH CMS;06D3994;","
PH CMS;689042;","
NB Cloud;CZ25390H5F;","
NB Cloud;CZ25390H5J;","
PH CMS;KD68C32;","
PH CMS;KD68C55;","
PH CMS;689041;","
PH CMS;06M4100;","
PH CMS;99E0417;","
PH CMS;KD55H2B;","
PH CMS;KD55C2Z;","
IBM;99G5639;","
PH CMS;99G4184;","
PH CMS;99G4190;","
PH CMS;KD28VGH;","
PH CMS;06X6492;","
PH CMS;06M4100;","
PH CMS;06T8148;","
PH CMS;06V0102;","
PH CMS;06M4091;","
PH CMS;06V0102;","
PH CMS;0806NNN059;","
PH CMS;689032;","
PH CMS;06XBZ97;","
PH CMS;689042;","
NB Cloud;CZ25390H5C;","
PH CMS;06X6492;","
PH CMS;646576;","
PH CMS;99E0417;","
PH CMS;99C8001;","
PH CMS;99C8022;","
PH CMS;06D3961;","
PH CMS;689038;","
IBM;06DD1DP;","
IBM;06DD1DP;","
PH CMS;689038;","
PH CMS;KD55H2A;","
PH CMS;06ZDFG4;","
PH CMS;06ZDFG4;","
IBM;689040;","
IBM;06D3961;","
PH CMS;99E0417;","
IBM;06D3994;","
PH CMS;06D3963;","
PH CMS;689040;","
PH CMS;99E0417;","
PH CMS;99E0417;","
PH CMS;06D3963;","
PH CMS;06BK231;","
PH CMS;689034;","
PH CMS;06ZDFG5;","
IBM;99E0417;","
PH CMS;06D3994;","
PH CMS;689041;","
PH CMS;06ZDFG2;","
PH CMS;689041;","
PH CMS;06ZDFG0;","
IBM;06T8142;","
IBM;06T8142;","
IBM;06T8142;","
IBM;689027;","
IBM;06D3961;","
IBM;689040;","
PH CMS;646575;","
PH CMS;99E0417;","
PH CMS;06X6492;","
PH CMS;06D3994;","
IBM;CZ3328JM6T;","
PH CMS;CZ32430J3N;","
PH CMS;CZ32430J3N;","
PH CMS;CZ32430J3N;","
PH CMS;CZ32430J3N;","
PH CMS;CZ32430J3N;","
PH CMS;CZ32430J3N;","
PH CMS;;","
PH CMS;;","
IBM;;","
PH CMS;;","
IBM;;","
IBM;;","
PH CMS;06ZDPZ6;","
PH CMS;646575;","
PH CMS;06D3963;","
PH CMS;99C8210;","
PH CMS;06ZDFG4;","
IBM;;","
PH CMS;;","
IBM;;","
IBM;;","
PH CMS;06X6492;","
NB CLoud;CZJ450098Z;","
NB CLoud;CZJ450098Z;","
NB CLoud;CZJ4500995;","
NB CLoud;CZJ4500995;","
NB CLoud;CZJ4500995;","
NB CLoud;CZJ4500995;","
NB CLoud;CZJ450099C;","
NB CLoud;CZJ4500990;","
PH CMS;06X6492;","
NB CLoud;CZJ4500996;","
NB CLoud;CZJ2390PR5;","
NB CLoud;CZJ2511H1J;","
NB CLoud;CZ34122RM2;","
PH CMS;FCH213976C4;","
NB CLoud;CZJ2511H1R;","
NB CLoud;CZJ450099D;","
NB CLoud;CZ34122RLM;","
NB CLoud;CZJ4500997;","
NB CLoud;CZJ450098Z;","
NB CLoud;CZ34122RLP;","
PH CMS;06ZDFG3;","
NB CLoud;CZ34122RM6;","
PH CMS;CZ23510BG3;","
PH CMS;CZ3328JVJB;","
NB CLoud;CZJ2511H15;","
NB CLoud;CZJ2511H1Q;","
NB CLoud;CZJ2511H12;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZJ2511H1P;","
NB CLoud;CZ25390H5D;","
NB CLoud;CZ3328JVJF;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZ34122RLV;","
PH CMS;FCH21377JS2;","
PH CMS;FCH213973ZK;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH213973ZK;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH213973ZK;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH213973ZK;","
PH CMS;FCH21377JS2;","
PH CMS;FCH213973ZK;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH213973ZK;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
PH CMS;FCH21377JS2;","
NB CLoud;CZ23510BG3;","
NB CLoud;CZ3328JVHY;","
NB CLoud;CZJ2511H0V;","
NB CLoud;CZJ35106CC;","
NB CLoud;CZJ2511H1K;","
NB CLoud;CZ34122RM6;","
NB CLoud;CZ34122RM8;","
NB CLoud;CZ3325HKC1;","
NB CLoud;CZ34122RME;","
NB CLoud;CZ3328JVHT;","
NB CLoud;CZ34122RLP;","
NB CLoud;CZ3328JVJF;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZ34122RME;","
NB CLoud;CZ3328JVJF;","
NB CLoud;CZ3325HKC1;","
NB CLoud;CZ3325HKC1;","
NB CLoud;CZ34122RMP;","
NB CLoud;CZ3325HKBW;","
NB CLoud;CZ3328JVJF;","
NB CLoud;CZ3328JVJF;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZ34122RM6;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZJ35106CC;","
NB CLoud;CZJ2511H1F;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZJ2511H1G;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZ34122RMK;","
NB CLoud;CZ3328JVJ7;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZ3325HKC1;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZ3328JVHT;","
NB CLoud;CZJ2511H12;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZJ2511H1G;","
PH CMS;FCH213976U1;","
PH CMS;FCH213973ZK;","
NB CLoud;CZ34122RMS;","
NB CLoud;CZJ2511H1K;","
NB CLoud;CZJ2390PR9;","
NB CLoud;CZJ2390PR5;","
PH CMS;FCH21377JS2;","
NB CLoud;CZJ4500997;","
NB CLoud;CZ23510BG3;","
NB CLoud;CZ3328JVJ7;","
NB CLoud;CZJ2390PR5;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZ3328JVJ3;","
NB CLoud;CZ3325HKBW;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZJ4500990;","
NB CLoud;CZ3325HKC5;","
NB CLoud;CZJ2511H1B;","
NB CLoud;CZJ2511H1J;","
PH CMS;CZ3328JVJ7;","
PH CMS;CZ3328JVJF;","
PH CMS;FCH21367NN2;","
NB CLoud;CZ3328JVJF;","
NB Cloud;CZ34122RM4;","
NB Cloud;CZJ2511H1Q;","
NB Cloud;CZ34122RM2;","
NB CLoud;CZ25390H5F;","
NB CLoud;CZ25390H5G;","
NB CLoud;CZ25390H5D;","
NB CLoud;CZ25390H5G;","
Not Manage;CZ34122RM2;","
Not Manage;CZ34122RLP;","
Not Manage;CZJ2511H1F;","
Not Manage;CZ34122RMM;","
Not Manage;CZJ2511H1Q;","
Not Manage;CZJ4500992;","
Not Manage;CZJ2390PR9;","
Not Manage;CZ34122RMM;","
Not Manage;CZJ2511H14;","
Not Manage;CZJ4500993;","
Not Manage;CZJ2511H1K;","
Not Manage;CZJ4500994;","
Not Manage;CZJ2390PR2;","
Not Manage;CZJ4500993;","
Not Manage;CZJ2511H1J;","
NB CLoud;CZ34122RMV;","
Not Manage;CZ34122RMK;","
Not Manage;CZ34122RMA;","
Not Manage;CZ34122RMH;","
Not Manage;CZJ450098W;","
Not Manage;CZ34122RMC;","
Not Manage;CZJ450099G;","
Not Manage;CZ34122RMC;","
Not Manage;CZJ2511H1R;","
Not Manage;CZ25390H5K;","
Not Manage;CZJ4500995;","
Not Manage;CZ34122RLH;","
Not Manage;CZJ2511H1R;","
Not Manage;CZJ4500994;","
Not Manage;CZ25390H5M;","
Not Manage;CZ34122RMV;","
Not Manage;CZJ2511H1G;","
Not Manage;CZ34122RMP;","
NB CLoud;SYM0700423;","
NB CLoud;SYM0500373;","
NB CLoud;SYM0700422;","
NB CLoud;SYM1101951;","
NB CLoud;;","
NB CLoud;;","
NB CLoud;;","
NB CLoud;;","
IBM;FCH21377H1A;","
IBM;FCH21377H1A;","
IBM;FCH21377H1A;","
IBM;FCH21377H1A;","
NB Cloud;CZ3451KPN3;","
IBM;FCH21377H1A;","
IBM;FCH21377H1A;","
NB Cloud;CZ25390H5J;","
NB Cloud;CZJ4500995;","
NB Cloud;CZJ2511H1R;","
Not Manage;CZ25390H5J;","
NB CLoud;CZ34122RLV;","
Not Manage;CZJ4500993;","
Not Manage;CZ34122RM4;","
IBM;H849NP1350;","
IBM;FCH21377H1A;","
IBM;H849NP1350;","
NB CLoud;CZJ2511H12;","
NB CLoud;CZJ2390PR9;","
NB Cloud;H849NP1350;","
PH CMS;FCH21377H1A;","
PH CMS;646575;","
IBM;CZ34122RMS;","
PH CMS;;","
Not Manage;CZJ35106CC;","
Not Manage;CZJ2511H1L;","
Not Manage;CZJ35106CB;","
Not Manage;CZ34122RMC;","
Not Manage;CZ34122RM4;","
Not Manage;CZJ4500994;","
IBM;06BK231;","
Not Manage;CZ34122RMK;","
Not Manage;CZ34122RLV;","
Not Manage;CZ34122RMC;","
IBM;;","
IBM;CZ34122RME;","
IBM;CZJ2511H1R;","
IBM;CZ34122RM6;","
IBM;CZJ2511H14;","
IBM;CZ34122RMS;","
IBM;CZJ2511H1J;","
IBM;CZ34122RM8;","
IBM;CZJ2511H1N;","
IBM;CZ34122RMA;","
IBM;CZJ2511H12;","
IBM;CZ34122RMX;","
IBM;CZJ2511H1L;","
IBM;CZ34122RMH;","
IBM;CZJ2511H1K ;","
IBM;CZ34122RMK;","
IBM;CZJ35106CC;","
IBM;CZ34122RM0;","
IBM;CZJ2390PR5;","
IBM;CZ34122RLX;","
IBM;CZJ35106CB ;","
IBM;CZ34122RMM;","
IBM;CZJ35106CF;","
IBM;CZ34122RLS;","
IBM;CEINTIP01S3;","
IBM;CZ34122RLK;","
IBM;CZJ2511H1F;","
IBM;CZ34122RM2;","
IBM;CZJ2511H1G ;","
IBM;CZ34122RLP;","
IBM;CZJ2511H15;","
IBM;CZ34122RM4;","
IBM;CZJ2511H0V;","
IBM;CZ34122RLH;","
IBM;CZJ2511H1B;","
IBM;CZ34122RMC;","
IBM;CZJ2390PRB;","
IBM;CZ34122RLV;","
IBM;CZJ2511H10;","
IBM;CZ34122RLM;","
IBM;CZJ2511H1Q;","
IBM;CZ34122RMP;","
IBM;CZJ2511H1P;","
IBM;CZ34122RMV;","
IBM;CZJ2390PR2;","
IBM;CZJ4500997;","
IBM;CZJ450098Y;","
IBM;CZJ450099C;","
IBM;CZJ4500990;","
IBM;CZJ450099D;","
IBM;CZJ450098W;","
IBM;CZJ4500994;","
IBM;CZJ4500992;","
IBM;CZJ4500993;","
IBM;CZJ4500999;","
IBM;CZJ4500996;","
IBM;CZ32025YP3;","
IBM;CZ32025YNF;","
IBM;CZ36505L2X;","
IBM;CZ36505L48;","
IBM;CZ36505L3X;","
IBM;CZ36505L4K;","
IBM;CZ36505L3K;","
IBM;CZ36505L38;","
IBM;CZ3328JVJ7;","
IBM;CZ3325HKC1;","
IBM;CZ3328JVHY;","
IBM;CZ3328JVHT;","
IBM;CZ3328JVJF;","
IBM;CZ3325HKBW;","
IBM;CZ3328JVJB;","
IBM;CZ3325HKC5;","
IBM;ZC3451KPMS;","
IBM;H849NP1350;","
IBM;CZ3451KPN3;","
NB CLoud;CZ25390H5G;","
IBM;06ZDFG4;","
NB CLoud;CZ25390H5K;","
IBM;;","
IBM;;","
IBM;;","
IBM;06D3963;","
IBM;689027;","
PH CMS;J32ZRHV;","
PH CMS;S40E4BL;","
